,rating,rating_title,rating_description,rating_pros,rating_cons
3644,5.0,Great place,"Great pay, great people. This company will give you the highest level of money and benefit. You don't need to pay anything for full coverage. 100% of dental, 100% of drug and 100% of everything within limitation. Nice and knowledgable coworkers. You can really learn a lot from them.",,
3645,4.0,Good work and life balance,"Good work and life balance, fair pay, overall positive team dynamic and some healthy amounts of competitions. Overall a great experience at the Toronto office.",,
3646,5.0,work was fun because it included travelling aswell.,overall i would rate working for Google is 5 star. It was fun to work for Google and we had tasks given for the day to go and inspect stores where Google products were being sold. we also had to train individuals if there was a new product launched.,,
3647,5.0,Love the work Culture,Typical Sales day with boosting product sales with a Googley Culture. The management really cares about you and want the hard workers to succeed. You have to be very sales oriented.,,
3648,5.0,Fast Paced Competitive Environment,"Coordinated the Google Retail Program (GRP), and managed teams of Google Retail Specialists creating awareness, and facilitating sales of all Google HardwareCreated in-depth training templates to be used on a nationwide program levelEstablished strong rapport with top management in various environments, and created a strong connection of communication to ensure our client’s needs were consistently and exceedingly met",,
3649,5.0,Worked as contractor,As a sales contractor for Google your treated as a 2nd class citizen. Work directly for Google or don't work for them at all. They treat internal employees very well however.,,
3650,5.0,Productive and fun,"I was very well taken care of. Training modules, equipments, tools were all sent within 1-2 days and everything was ready to go. We also had paid expenses training in San Diego.",,
3651,4.0,Great Place to Be Creative,An at home job where you can get paid to create your own income based on the success of your videos and ad revenue. I can create my own content and access the information with the community.  A great experience to get started in film and video production. A great place for your message to be heard world wide.,,
3652,5.0,Google is the best site,"Is the best site to solve big problems o easily   my life dream is work at GoogleGoogle give best environment for they're employees Google response ever problem",,
3653,5.0,Great company with supportive work team,"Diligent Customer Service Representative bringing top-notch skills in oral and written communication, active listening and analytical problem-solving skills. Able to enhance customer experiences by employing service-oriented behaviors, understanding customer desires and providing customized solutions to build loyalty.",,
3654,5.0,Line Cook Working Omelette station during breakfast hours and a carving station during lunch hours,"Truly a great place to work, Chef was an awesome guy, Google employees some of the nicest and happiest people in a work environment that I've ever seen.",Free food,Early start time?
3655,5.0,Fun place,I am glad today that I login here.I like  it  very  much.It is ver good.....I hope that it will work  like this in the comming year.It's to good......,Translation and writing,Healhacare
3656,3.0,Google should know better,"Google shouldn't participate in project Dragonfly.It is against my moral boundaries to build a search engine for a dictatorship like China. Google please do better.",,
3657,5.0,Fun place!,Google is an awesome place to work! The hours are pretty typical but some days would go longer than others. There is a lot of creativity in this space and no question is a stupid one! I like that I was able to speak my mind and be heard.,Collaborative,Long Hours
3658,5.0,Amazing Place,Google is an amazing work environment with lots of creative spaces around campus. Amazing people with great work culture . Managers & Leads are really helpful too,Free Lunch & many many other perks,I guess... Meeting Deadlines are somewhat challenging
3659,5.0,Technical Support Mississauga Ontario,Customer service/call centre mainly tech support. it was great learning about the different apps coming out to the market.,,
3660,5.0,Fun company to work,"Lots smart college to work with and learn. But internal competition is  high as well, when everyone is smart, it will be a fun situation.  It's a good place to learn and improve.",,
3661,4.0,good,"good working experience but less salary as expected, management could be done better and work culture is very flexible and for timing perspective, they are very strict.",,
3662,5.0,Google was a great experience,The overall experience was great. The team showcased the Google home for the first time In my city and everyone had a great time. I managed a team and they exceeded my overall expectations.,,
3663,3.0,Management is secretive,"Google seems to mostly hire ""Temporary Vendors and Contractors"". They use temp agencies as their HR department. My manager worked hard to only give information out that was absolutely necessary, and mostly seemed to be afraid someone she was managing would take her job.",,
3664,5.0,Excellent Work Environment,Quality before Quantity. Productivity with end results. Absolutely a great place to work and learn. Collaborative work is key to the work environment.,,
3665,5.0,Great place,"Great pay, great people. This company will give you the highest level of money and benefit. You don't need to pay anything for full coverage. 100% of dental, 100% of drug and 100% of everything within limitation. Nice and knowledgable coworkers. You can really learn a lot from them.",,
3666,4.0,Good work and life balance,"Good work and life balance, fair pay, overall positive team dynamic and some healthy amounts of competitions. Overall a great experience at the Toronto office.",,
3667,5.0,work was fun because it included travelling aswell.,overall i would rate working for Google is 5 star. It was fun to work for Google and we had tasks given for the day to go and inspect stores where Google products were being sold. we also had to train individuals if there was a new product launched.,,
3668,5.0,Love the work Culture,Typical Sales day with boosting product sales with a Googley Culture. The management really cares about you and want the hard workers to succeed. You have to be very sales oriented.,,
3669,5.0,Fast Paced Competitive Environment,"Coordinated the Google Retail Program (GRP), and managed teams of Google Retail Specialists creating awareness, and facilitating sales of all Google HardwareCreated in-depth training templates to be used on a nationwide program levelEstablished strong rapport with top management in various environments, and created a strong connection of communication to ensure our client’s needs were consistently and exceedingly met",,
3670,5.0,Worked as contractor,As a sales contractor for Google your treated as a 2nd class citizen. Work directly for Google or don't work for them at all. They treat internal employees very well however.,,
3671,5.0,Productive and fun,"I was very well taken care of. Training modules, equipments, tools were all sent within 1-2 days and everything was ready to go. We also had paid expenses training in San Diego.",,
3672,4.0,Great Place to Be Creative,An at home job where you can get paid to create your own income based on the success of your videos and ad revenue. I can create my own content and access the information with the community.  A great experience to get started in film and video production. A great place for your message to be heard world wide.,,
3673,5.0,Google is the best site,"Is the best site to solve big problems o easily   my life dream is work at GoogleGoogle give best environment for they're employees Google response ever problem",,
3674,5.0,Great company with supportive work team,"Diligent Customer Service Representative bringing top-notch skills in oral and written communication, active listening and analytical problem-solving skills. Able to enhance customer experiences by employing service-oriented behaviors, understanding customer desires and providing customized solutions to build loyalty.",,
3675,5.0,Line Cook Working Omelette station during breakfast hours and a carving station during lunch hours,"Truly a great place to work, Chef was an awesome guy, Google employees some of the nicest and happiest people in a work environment that I've ever seen.",Free food,Early start time?
3676,5.0,Fun place,I am glad today that I login here.I like  it  very  much.It is ver good.....I hope that it will work  like this in the comming year.It's to good......,Translation and writing,Healhacare
3677,3.0,Google should know better,"Google shouldn't participate in project Dragonfly.It is against my moral boundaries to build a search engine for a dictatorship like China. Google please do better.",,
3678,5.0,Fun place!,Google is an awesome place to work! The hours are pretty typical but some days would go longer than others. There is a lot of creativity in this space and no question is a stupid one! I like that I was able to speak my mind and be heard.,Collaborative,Long Hours
3679,5.0,Amazing Place,Google is an amazing work environment with lots of creative spaces around campus. Amazing people with great work culture . Managers & Leads are really helpful too,Free Lunch & many many other perks,I guess... Meeting Deadlines are somewhat challenging
3680,5.0,Technical Support Mississauga Ontario,Customer service/call centre mainly tech support. it was great learning about the different apps coming out to the market.,,
3681,5.0,Fun company to work,"Lots smart college to work with and learn. But internal competition is  high as well, when everyone is smart, it will be a fun situation.  It's a good place to learn and improve.",,
3682,4.0,good,"good working experience but less salary as expected, management could be done better and work culture is very flexible and for timing perspective, they are very strict.",,
3683,5.0,Google was a great experience,The overall experience was great. The team showcased the Google home for the first time In my city and everyone had a great time. I managed a team and they exceeded my overall expectations.,,
3684,3.0,Management is secretive,"Google seems to mostly hire ""Temporary Vendors and Contractors"". They use temp agencies as their HR department. My manager worked hard to only give information out that was absolutely necessary, and mostly seemed to be afraid someone she was managing would take her job.",,
3685,5.0,Excellent Work Environment,Quality before Quantity. Productivity with end results. Absolutely a great place to work and learn. Collaborative work is key to the work environment.,,
3686,5.0,Great place,"Great pay, great people. This company will give you the highest level of money and benefit. You don't need to pay anything for full coverage. 100% of dental, 100% of drug and 100% of everything within limitation. Nice and knowledgable coworkers. You can really learn a lot from them.",,
3687,4.0,Good work and life balance,"Good work and life balance, fair pay, overall positive team dynamic and some healthy amounts of competitions. Overall a great experience at the Toronto office.",,
3688,5.0,work was fun because it included travelling aswell.,overall i would rate working for Google is 5 star. It was fun to work for Google and we had tasks given for the day to go and inspect stores where Google products were being sold. we also had to train individuals if there was a new product launched.,,
3689,5.0,Love the work Culture,Typical Sales day with boosting product sales with a Googley Culture. The management really cares about you and want the hard workers to succeed. You have to be very sales oriented.,,
3690,5.0,Fast Paced Competitive Environment,"Coordinated the Google Retail Program (GRP), and managed teams of Google Retail Specialists creating awareness, and facilitating sales of all Google HardwareCreated in-depth training templates to be used on a nationwide program levelEstablished strong rapport with top management in various environments, and created a strong connection of communication to ensure our client’s needs were consistently and exceedingly met",,
3691,5.0,Worked as contractor,As a sales contractor for Google your treated as a 2nd class citizen. Work directly for Google or don't work for them at all. They treat internal employees very well however.,,
3692,5.0,Productive and fun,"I was very well taken care of. Training modules, equipments, tools were all sent within 1-2 days and everything was ready to go. We also had paid expenses training in San Diego.",,
3693,4.0,Great Place to Be Creative,An at home job where you can get paid to create your own income based on the success of your videos and ad revenue. I can create my own content and access the information with the community.  A great experience to get started in film and video production. A great place for your message to be heard world wide.,,
3694,5.0,Google is the best site,"Is the best site to solve big problems o easily   my life dream is work at GoogleGoogle give best environment for they're employees Google response ever problem",,
3695,5.0,Great company with supportive work team,"Diligent Customer Service Representative bringing top-notch skills in oral and written communication, active listening and analytical problem-solving skills. Able to enhance customer experiences by employing service-oriented behaviors, understanding customer desires and providing customized solutions to build loyalty.",,
3696,5.0,Line Cook Working Omelette station during breakfast hours and a carving station during lunch hours,"Truly a great place to work, Chef was an awesome guy, Google employees some of the nicest and happiest people in a work environment that I've ever seen.",Free food,Early start time?
3697,5.0,Fun place,I am glad today that I login here.I like  it  very  much.It is ver good.....I hope that it will work  like this in the comming year.It's to good......,Translation and writing,Healhacare
3698,3.0,Google should know better,"Google shouldn't participate in project Dragonfly.It is against my moral boundaries to build a search engine for a dictatorship like China. Google please do better.",,
3699,5.0,Fun place!,Google is an awesome place to work! The hours are pretty typical but some days would go longer than others. There is a lot of creativity in this space and no question is a stupid one! I like that I was able to speak my mind and be heard.,Collaborative,Long Hours
3700,5.0,Amazing Place,Google is an amazing work environment with lots of creative spaces around campus. Amazing people with great work culture . Managers & Leads are really helpful too,Free Lunch & many many other perks,I guess... Meeting Deadlines are somewhat challenging
3701,5.0,Technical Support Mississauga Ontario,Customer service/call centre mainly tech support. it was great learning about the different apps coming out to the market.,,
3702,5.0,Fun company to work,"Lots smart college to work with and learn. But internal competition is  high as well, when everyone is smart, it will be a fun situation.  It's a good place to learn and improve.",,
3703,4.0,good,"good working experience but less salary as expected, management could be done better and work culture is very flexible and for timing perspective, they are very strict.",,
3704,5.0,Google was a great experience,The overall experience was great. The team showcased the Google home for the first time In my city and everyone had a great time. I managed a team and they exceeded my overall expectations.,,
3705,3.0,Management is secretive,"Google seems to mostly hire ""Temporary Vendors and Contractors"". They use temp agencies as their HR department. My manager worked hard to only give information out that was absolutely necessary, and mostly seemed to be afraid someone she was managing would take her job.",,
3706,5.0,Excellent Work Environment,Quality before Quantity. Productivity with end results. Absolutely a great place to work and learn. Collaborative work is key to the work environment.,,
3707,5.0,Great place,"Great pay, great people. This company will give you the highest level of money and benefit. You don't need to pay anything for full coverage. 100% of dental, 100% of drug and 100% of everything within limitation. Nice and knowledgable coworkers. You can really learn a lot from them.",,
3708,4.0,Good work and life balance,"Good work and life balance, fair pay, overall positive team dynamic and some healthy amounts of competitions. Overall a great experience at the Toronto office.",,
3709,5.0,work was fun because it included travelling aswell.,overall i would rate working for Google is 5 star. It was fun to work for Google and we had tasks given for the day to go and inspect stores where Google products were being sold. we also had to train individuals if there was a new product launched.,,
3710,5.0,Love the work Culture,Typical Sales day with boosting product sales with a Googley Culture. The management really cares about you and want the hard workers to succeed. You have to be very sales oriented.,,
3711,5.0,Fast Paced Competitive Environment,"Coordinated the Google Retail Program (GRP), and managed teams of Google Retail Specialists creating awareness, and facilitating sales of all Google HardwareCreated in-depth training templates to be used on a nationwide program levelEstablished strong rapport with top management in various environments, and created a strong connection of communication to ensure our client’s needs were consistently and exceedingly met",,
3712,5.0,Worked as contractor,As a sales contractor for Google your treated as a 2nd class citizen. Work directly for Google or don't work for them at all. They treat internal employees very well however.,,
3713,5.0,Productive and fun,"I was very well taken care of. Training modules, equipments, tools were all sent within 1-2 days and everything was ready to go. We also had paid expenses training in San Diego.",,
3714,4.0,Great Place to Be Creative,An at home job where you can get paid to create your own income based on the success of your videos and ad revenue. I can create my own content and access the information with the community.  A great experience to get started in film and video production. A great place for your message to be heard world wide.,,
3715,5.0,Google is the best site,"Is the best site to solve big problems o easily   my life dream is work at GoogleGoogle give best environment for they're employees Google response ever problem",,
3716,5.0,Great company with supportive work team,"Diligent Customer Service Representative bringing top-notch skills in oral and written communication, active listening and analytical problem-solving skills. Able to enhance customer experiences by employing service-oriented behaviors, understanding customer desires and providing customized solutions to build loyalty.",,
3717,5.0,Line Cook Working Omelette station during breakfast hours and a carving station during lunch hours,"Truly a great place to work, Chef was an awesome guy, Google employees some of the nicest and happiest people in a work environment that I've ever seen.",Free food,Early start time?
3718,5.0,Fun place,I am glad today that I login here.I like  it  very  much.It is ver good.....I hope that it will work  like this in the comming year.It's to good......,Translation and writing,Healhacare
3719,3.0,Google should know better,"Google shouldn't participate in project Dragonfly.It is against my moral boundaries to build a search engine for a dictatorship like China. Google please do better.",,
3720,5.0,Fun place!,Google is an awesome place to work! The hours are pretty typical but some days would go longer than others. There is a lot of creativity in this space and no question is a stupid one! I like that I was able to speak my mind and be heard.,Collaborative,Long Hours
3721,5.0,Amazing Place,Google is an amazing work environment with lots of creative spaces around campus. Amazing people with great work culture . Managers & Leads are really helpful too,Free Lunch & many many other perks,I guess... Meeting Deadlines are somewhat challenging
3722,5.0,Technical Support Mississauga Ontario,Customer service/call centre mainly tech support. it was great learning about the different apps coming out to the market.,,
3723,5.0,Fun company to work,"Lots smart college to work with and learn. But internal competition is  high as well, when everyone is smart, it will be a fun situation.  It's a good place to learn and improve.",,
3724,4.0,good,"good working experience but less salary as expected, management could be done better and work culture is very flexible and for timing perspective, they are very strict.",,
3725,5.0,Google was a great experience,The overall experience was great. The team showcased the Google home for the first time In my city and everyone had a great time. I managed a team and they exceeded my overall expectations.,,
3726,3.0,Management is secretive,"Google seems to mostly hire ""Temporary Vendors and Contractors"". They use temp agencies as their HR department. My manager worked hard to only give information out that was absolutely necessary, and mostly seemed to be afraid someone she was managing would take her job.",,
3727,5.0,Excellent Work Environment,Quality before Quantity. Productivity with end results. Absolutely a great place to work and learn. Collaborative work is key to the work environment.,,
3728,5.0,Great place,"Great pay, great people. This company will give you the highest level of money and benefit. You don't need to pay anything for full coverage. 100% of dental, 100% of drug and 100% of everything within limitation. Nice and knowledgable coworkers. You can really learn a lot from them.",,
3729,4.0,Good work and life balance,"Good work and life balance, fair pay, overall positive team dynamic and some healthy amounts of competitions. Overall a great experience at the Toronto office.",,
3730,5.0,work was fun because it included travelling aswell.,overall i would rate working for Google is 5 star. It was fun to work for Google and we had tasks given for the day to go and inspect stores where Google products were being sold. we also had to train individuals if there was a new product launched.,,
3731,5.0,Love the work Culture,Typical Sales day with boosting product sales with a Googley Culture. The management really cares about you and want the hard workers to succeed. You have to be very sales oriented.,,
3732,5.0,Fast Paced Competitive Environment,"Coordinated the Google Retail Program (GRP), and managed teams of Google Retail Specialists creating awareness, and facilitating sales of all Google HardwareCreated in-depth training templates to be used on a nationwide program levelEstablished strong rapport with top management in various environments, and created a strong connection of communication to ensure our client’s needs were consistently and exceedingly met",,
3733,5.0,Worked as contractor,As a sales contractor for Google your treated as a 2nd class citizen. Work directly for Google or don't work for them at all. They treat internal employees very well however.,,
3734,5.0,Productive and fun,"I was very well taken care of. Training modules, equipments, tools were all sent within 1-2 days and everything was ready to go. We also had paid expenses training in San Diego.",,
3735,4.0,Great Place to Be Creative,An at home job where you can get paid to create your own income based on the success of your videos and ad revenue. I can create my own content and access the information with the community.  A great experience to get started in film and video production. A great place for your message to be heard world wide.,,
3736,5.0,Google is the best site,"Is the best site to solve big problems o easily   my life dream is work at GoogleGoogle give best environment for they're employees Google response ever problem",,
3737,5.0,Great company with supportive work team,"Diligent Customer Service Representative bringing top-notch skills in oral and written communication, active listening and analytical problem-solving skills. Able to enhance customer experiences by employing service-oriented behaviors, understanding customer desires and providing customized solutions to build loyalty.",,
3738,5.0,Line Cook Working Omelette station during breakfast hours and a carving station during lunch hours,"Truly a great place to work, Chef was an awesome guy, Google employees some of the nicest and happiest people in a work environment that I've ever seen.",Free food,Early start time?
3739,5.0,Fun place,I am glad today that I login here.I like  it  very  much.It is ver good.....I hope that it will work  like this in the comming year.It's to good......,Translation and writing,Healhacare
3740,3.0,Google should know better,"Google shouldn't participate in project Dragonfly.It is against my moral boundaries to build a search engine for a dictatorship like China. Google please do better.",,
3741,5.0,Fun place!,Google is an awesome place to work! The hours are pretty typical but some days would go longer than others. There is a lot of creativity in this space and no question is a stupid one! I like that I was able to speak my mind and be heard.,Collaborative,Long Hours
3742,5.0,Amazing Place,Google is an amazing work environment with lots of creative spaces around campus. Amazing people with great work culture . Managers & Leads are really helpful too,Free Lunch & many many other perks,I guess... Meeting Deadlines are somewhat challenging
3743,5.0,Technical Support Mississauga Ontario,Customer service/call centre mainly tech support. it was great learning about the different apps coming out to the market.,,
3744,5.0,Fun company to work,"Lots smart college to work with and learn. But internal competition is  high as well, when everyone is smart, it will be a fun situation.  It's a good place to learn and improve.",,
3745,4.0,good,"good working experience but less salary as expected, management could be done better and work culture is very flexible and for timing perspective, they are very strict.",,
3746,5.0,Google was a great experience,The overall experience was great. The team showcased the Google home for the first time In my city and everyone had a great time. I managed a team and they exceeded my overall expectations.,,
3747,3.0,Management is secretive,"Google seems to mostly hire ""Temporary Vendors and Contractors"". They use temp agencies as their HR department. My manager worked hard to only give information out that was absolutely necessary, and mostly seemed to be afraid someone she was managing would take her job.",,
3748,5.0,Excellent Work Environment,Quality before Quantity. Productivity with end results. Absolutely a great place to work and learn. Collaborative work is key to the work environment.,,
3749,5.0,Great place,"Great pay, great people. This company will give you the highest level of money and benefit. You don't need to pay anything for full coverage. 100% of dental, 100% of drug and 100% of everything within limitation. Nice and knowledgable coworkers. You can really learn a lot from them.",,
3750,4.0,Good work and life balance,"Good work and life balance, fair pay, overall positive team dynamic and some healthy amounts of competitions. Overall a great experience at the Toronto office.",,
3751,5.0,work was fun because it included travelling aswell.,overall i would rate working for Google is 5 star. It was fun to work for Google and we had tasks given for the day to go and inspect stores where Google products were being sold. we also had to train individuals if there was a new product launched.,,
3752,5.0,Love the work Culture,Typical Sales day with boosting product sales with a Googley Culture. The management really cares about you and want the hard workers to succeed. You have to be very sales oriented.,,
3753,5.0,Fast Paced Competitive Environment,"Coordinated the Google Retail Program (GRP), and managed teams of Google Retail Specialists creating awareness, and facilitating sales of all Google HardwareCreated in-depth training templates to be used on a nationwide program levelEstablished strong rapport with top management in various environments, and created a strong connection of communication to ensure our client’s needs were consistently and exceedingly met",,
3754,5.0,Worked as contractor,As a sales contractor for Google your treated as a 2nd class citizen. Work directly for Google or don't work for them at all. They treat internal employees very well however.,,
3755,5.0,Productive and fun,"I was very well taken care of. Training modules, equipments, tools were all sent within 1-2 days and everything was ready to go. We also had paid expenses training in San Diego.",,
3756,4.0,Great Place to Be Creative,An at home job where you can get paid to create your own income based on the success of your videos and ad revenue. I can create my own content and access the information with the community.  A great experience to get started in film and video production. A great place for your message to be heard world wide.,,
3757,5.0,Google is the best site,"Is the best site to solve big problems o easily   my life dream is work at GoogleGoogle give best environment for they're employees Google response ever problem",,
3758,5.0,Great company with supportive work team,"Diligent Customer Service Representative bringing top-notch skills in oral and written communication, active listening and analytical problem-solving skills. Able to enhance customer experiences by employing service-oriented behaviors, understanding customer desires and providing customized solutions to build loyalty.",,
3759,5.0,Line Cook Working Omelette station during breakfast hours and a carving station during lunch hours,"Truly a great place to work, Chef was an awesome guy, Google employees some of the nicest and happiest people in a work environment that I've ever seen.",Free food,Early start time?
3760,5.0,Fun place,I am glad today that I login here.I like  it  very  much.It is ver good.....I hope that it will work  like this in the comming year.It's to good......,Translation and writing,Healhacare
3761,3.0,Google should know better,"Google shouldn't participate in project Dragonfly.It is against my moral boundaries to build a search engine for a dictatorship like China. Google please do better.",,
3762,5.0,Fun place!,Google is an awesome place to work! The hours are pretty typical but some days would go longer than others. There is a lot of creativity in this space and no question is a stupid one! I like that I was able to speak my mind and be heard.,Collaborative,Long Hours
3763,5.0,Amazing Place,Google is an amazing work environment with lots of creative spaces around campus. Amazing people with great work culture . Managers & Leads are really helpful too,Free Lunch & many many other perks,I guess... Meeting Deadlines are somewhat challenging
3764,5.0,Technical Support Mississauga Ontario,Customer service/call centre mainly tech support. it was great learning about the different apps coming out to the market.,,
3765,5.0,Fun company to work,"Lots smart college to work with and learn. But internal competition is  high as well, when everyone is smart, it will be a fun situation.  It's a good place to learn and improve.",,
3766,4.0,good,"good working experience but less salary as expected, management could be done better and work culture is very flexible and for timing perspective, they are very strict.",,
3767,5.0,Google was a great experience,The overall experience was great. The team showcased the Google home for the first time In my city and everyone had a great time. I managed a team and they exceeded my overall expectations.,,
3768,3.0,Management is secretive,"Google seems to mostly hire ""Temporary Vendors and Contractors"". They use temp agencies as their HR department. My manager worked hard to only give information out that was absolutely necessary, and mostly seemed to be afraid someone she was managing would take her job.",,
3769,5.0,Excellent Work Environment,Quality before Quantity. Productivity with end results. Absolutely a great place to work and learn. Collaborative work is key to the work environment.,,
3770,5.0,Great place,"Great pay, great people. This company will give you the highest level of money and benefit. You don't need to pay anything for full coverage. 100% of dental, 100% of drug and 100% of everything within limitation. Nice and knowledgable coworkers. You can really learn a lot from them.",,
3771,4.0,Good work and life balance,"Good work and life balance, fair pay, overall positive team dynamic and some healthy amounts of competitions. Overall a great experience at the Toronto office.",,
3772,5.0,work was fun because it included travelling aswell.,overall i would rate working for Google is 5 star. It was fun to work for Google and we had tasks given for the day to go and inspect stores where Google products were being sold. we also had to train individuals if there was a new product launched.,,
3773,5.0,Love the work Culture,Typical Sales day with boosting product sales with a Googley Culture. The management really cares about you and want the hard workers to succeed. You have to be very sales oriented.,,
3774,5.0,Fast Paced Competitive Environment,"Coordinated the Google Retail Program (GRP), and managed teams of Google Retail Specialists creating awareness, and facilitating sales of all Google HardwareCreated in-depth training templates to be used on a nationwide program levelEstablished strong rapport with top management in various environments, and created a strong connection of communication to ensure our client’s needs were consistently and exceedingly met",,
3775,5.0,Worked as contractor,As a sales contractor for Google your treated as a 2nd class citizen. Work directly for Google or don't work for them at all. They treat internal employees very well however.,,
3776,5.0,Productive and fun,"I was very well taken care of. Training modules, equipments, tools were all sent within 1-2 days and everything was ready to go. We also had paid expenses training in San Diego.",,
3777,4.0,Great Place to Be Creative,An at home job where you can get paid to create your own income based on the success of your videos and ad revenue. I can create my own content and access the information with the community.  A great experience to get started in film and video production. A great place for your message to be heard world wide.,,
3778,5.0,Google is the best site,"Is the best site to solve big problems o easily   my life dream is work at GoogleGoogle give best environment for they're employees Google response ever problem",,
3779,5.0,Great company with supportive work team,"Diligent Customer Service Representative bringing top-notch skills in oral and written communication, active listening and analytical problem-solving skills. Able to enhance customer experiences by employing service-oriented behaviors, understanding customer desires and providing customized solutions to build loyalty.",,
3780,5.0,Line Cook Working Omelette station during breakfast hours and a carving station during lunch hours,"Truly a great place to work, Chef was an awesome guy, Google employees some of the nicest and happiest people in a work environment that I've ever seen.",Free food,Early start time?
3781,5.0,Fun place,I am glad today that I login here.I like  it  very  much.It is ver good.....I hope that it will work  like this in the comming year.It's to good......,Translation and writing,Healhacare
3782,3.0,Google should know better,"Google shouldn't participate in project Dragonfly.It is against my moral boundaries to build a search engine for a dictatorship like China. Google please do better.",,
3783,5.0,Fun place!,Google is an awesome place to work! The hours are pretty typical but some days would go longer than others. There is a lot of creativity in this space and no question is a stupid one! I like that I was able to speak my mind and be heard.,Collaborative,Long Hours
3784,5.0,Amazing Place,Google is an amazing work environment with lots of creative spaces around campus. Amazing people with great work culture . Managers & Leads are really helpful too,Free Lunch & many many other perks,I guess... Meeting Deadlines are somewhat challenging
3785,5.0,Technical Support Mississauga Ontario,Customer service/call centre mainly tech support. it was great learning about the different apps coming out to the market.,,
3786,5.0,Fun company to work,"Lots smart college to work with and learn. But internal competition is  high as well, when everyone is smart, it will be a fun situation.  It's a good place to learn and improve.",,
3787,4.0,good,"good working experience but less salary as expected, management could be done better and work culture is very flexible and for timing perspective, they are very strict.",,
3788,5.0,Google was a great experience,The overall experience was great. The team showcased the Google home for the first time In my city and everyone had a great time. I managed a team and they exceeded my overall expectations.,,
3789,3.0,Management is secretive,"Google seems to mostly hire ""Temporary Vendors and Contractors"". They use temp agencies as their HR department. My manager worked hard to only give information out that was absolutely necessary, and mostly seemed to be afraid someone she was managing would take her job.",,
3790,5.0,Excellent Work Environment,Quality before Quantity. Productivity with end results. Absolutely a great place to work and learn. Collaborative work is key to the work environment.,,
3791,5.0,Great place,"Great pay, great people. This company will give you the highest level of money and benefit. You don't need to pay anything for full coverage. 100% of dental, 100% of drug and 100% of everything within limitation. Nice and knowledgable coworkers. You can really learn a lot from them.",,
3792,4.0,Good work and life balance,"Good work and life balance, fair pay, overall positive team dynamic and some healthy amounts of competitions. Overall a great experience at the Toronto office.",,
3793,5.0,work was fun because it included travelling aswell.,overall i would rate working for Google is 5 star. It was fun to work for Google and we had tasks given for the day to go and inspect stores where Google products were being sold. we also had to train individuals if there was a new product launched.,,
3794,5.0,Love the work Culture,Typical Sales day with boosting product sales with a Googley Culture. The management really cares about you and want the hard workers to succeed. You have to be very sales oriented.,,
3795,5.0,Fast Paced Competitive Environment,"Coordinated the Google Retail Program (GRP), and managed teams of Google Retail Specialists creating awareness, and facilitating sales of all Google HardwareCreated in-depth training templates to be used on a nationwide program levelEstablished strong rapport with top management in various environments, and created a strong connection of communication to ensure our client’s needs were consistently and exceedingly met",,
3796,5.0,Worked as contractor,As a sales contractor for Google your treated as a 2nd class citizen. Work directly for Google or don't work for them at all. They treat internal employees very well however.,,
3797,5.0,Productive and fun,"I was very well taken care of. Training modules, equipments, tools were all sent within 1-2 days and everything was ready to go. We also had paid expenses training in San Diego.",,
3798,4.0,Great Place to Be Creative,An at home job where you can get paid to create your own income based on the success of your videos and ad revenue. I can create my own content and access the information with the community.  A great experience to get started in film and video production. A great place for your message to be heard world wide.,,
3799,5.0,Google is the best site,"Is the best site to solve big problems o easily   my life dream is work at GoogleGoogle give best environment for they're employees Google response ever problem",,
3800,5.0,Great company with supportive work team,"Diligent Customer Service Representative bringing top-notch skills in oral and written communication, active listening and analytical problem-solving skills. Able to enhance customer experiences by employing service-oriented behaviors, understanding customer desires and providing customized solutions to build loyalty.",,
3801,5.0,Line Cook Working Omelette station during breakfast hours and a carving station during lunch hours,"Truly a great place to work, Chef was an awesome guy, Google employees some of the nicest and happiest people in a work environment that I've ever seen.",Free food,Early start time?
3802,5.0,Fun place,I am glad today that I login here.I like  it  very  much.It is ver good.....I hope that it will work  like this in the comming year.It's to good......,Translation and writing,Healhacare
3803,3.0,Google should know better,"Google shouldn't participate in project Dragonfly.It is against my moral boundaries to build a search engine for a dictatorship like China. Google please do better.",,
3804,5.0,Fun place!,Google is an awesome place to work! The hours are pretty typical but some days would go longer than others. There is a lot of creativity in this space and no question is a stupid one! I like that I was able to speak my mind and be heard.,Collaborative,Long Hours
3805,5.0,Amazing Place,Google is an amazing work environment with lots of creative spaces around campus. Amazing people with great work culture . Managers & Leads are really helpful too,Free Lunch & many many other perks,I guess... Meeting Deadlines are somewhat challenging
3806,5.0,Technical Support Mississauga Ontario,Customer service/call centre mainly tech support. it was great learning about the different apps coming out to the market.,,
3807,5.0,Fun company to work,"Lots smart college to work with and learn. But internal competition is  high as well, when everyone is smart, it will be a fun situation.  It's a good place to learn and improve.",,
3808,4.0,good,"good working experience but less salary as expected, management could be done better and work culture is very flexible and for timing perspective, they are very strict.",,
3809,5.0,Google was a great experience,The overall experience was great. The team showcased the Google home for the first time In my city and everyone had a great time. I managed a team and they exceeded my overall expectations.,,
3810,3.0,Management is secretive,"Google seems to mostly hire ""Temporary Vendors and Contractors"". They use temp agencies as their HR department. My manager worked hard to only give information out that was absolutely necessary, and mostly seemed to be afraid someone she was managing would take her job.",,
3811,5.0,Excellent Work Environment,Quality before Quantity. Productivity with end results. Absolutely a great place to work and learn. Collaborative work is key to the work environment.,,
